web-scraper-order,web-scraper-start-url,base,base-href,superficie,nbr_pieces,nbr_salle_bain,adresse
"1739551722-5051","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mermoz-sacre-coeur-3614565","150","4","2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739551731-5052","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-11-pieces-ngaparou-3614857","800 m2","10","10","Saly, Sénégal"
"1739551744-5053","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-05-pieces-rufisque-3614897","300","5","4","Rufisque, Sénégal"
"1739551750-5054","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r1-5-pieces-petit-mbao-cite-ridwan-3615235","","5","4","Mbao, Dakar, Sénégal"
"1739551754-5055","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-diamniadio-3615245","","4","4","Diamniadio, Sénégal"
"1739551759-5056","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-dakar-3615452","","","","Rufisque, Sénégal"
"1739551764-5057","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-malika-3615490","3200 m2","7","7","Keur Massar, Sénégal"
"1739551768-5058","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-mbao-3615524","","","","Dakar, Sénégal"
"1739551773-5059","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3615589","500","5","5","Almadies, Dakar, Sénégal"
"1739551776-5060","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-zac-mbao-3615623","150 m2","9","6","Rufisque, Sénégal"
"1739551778-5061","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-parcelles-assainies-keur-massar-3615779","","135 m2","","Pikine, Sénégal"
"1739551782-5062","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-keur-mousse-3616295","","","","Dakar, Sénégal"
"1739551786-5063","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-zac-mbao-3617669","150 m2","7","4","Guédiawaye, Djida Thiaroye Kaw, Sénégal"
"1739551790-5064","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-keur-massar-3617995","300","3","1","Keur Massar, Sénégal"
"1739551796-5065","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-mermoz-3618626","200 m2","4","3","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739551800-5066","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-saly-3618755","400","4","4","Saly, Sénégal"
"1739551803-5067","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-somone-3619377","916 m2","4","4","Ngaparou, Sénégal"
"1739551806-5068","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-parcelles-assainies-3619695","150","5","5","Parcelle Assainies, Dakar, Sénégal"
"1739551809-5069","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-parcelles-assainies-3619697","150","5","4","Parcelle Assainies, Dakar, Sénégal"
"1739551812-5070","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sicap-mbao-3620401","","212 m2","","Mbao, Dakar, Sénégal"
"1739551815-5071","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-touba-kouta-3620478","","","","Dakar, Sénégal"
"1739551818-5072","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-meuble-ouakam-3581299","","","","Ngor, Dakar, Sénégal"
"1739551821-5073","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sedima-3620858","","","","Dakar, Sénégal"
"1739551824-5074","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-maison-keur-massar-diakhay-3621083","150 m2","1","1","Dakar, Sénégal"
"1739551828-5075","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sacre-coeur-2-3583268","300","5","3","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739551831-5076","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-tivaouane-peul-apix-3621784","150 m2","3","1","Dakar, Sénégal"
"1739551837-5077","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-dalifort-3624184","","","","Keur Massar, Sénégal"
"1739551846-5078","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-13-pieces-keur-massar-3624198","180","13","3","Keur Massar, Sénégal"
"1739551850-5079","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-ouest-foire-3624344","","4","240","Ouest Foire, Dakar, Sénégal"
"1739551852-5080","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-thies-3624713","150","3","2","Thies, Sénégal"
"1739551857-5081","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-diamniadio-3625136","150","3","2","Diamniadio, Sénégal"
"1739551861-5082","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-ouest-foire-3583620","150","4","3","Ouest Foire, Dakar, Sénégal"
"1739551865-5083","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-guediawaye-3625231","","150","","Guediawaye, Dakar, Sénégal"
"1739551869-5084","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-3625252","","","","Ngor, Dakar, Sénégal"
"1739551874-5085","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-biscuiterie-3625282","","3","1 m2","Fann, Dakar, Sénégal"
"1739551877-5086","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-a-demolir-549m-almadies-3587138","","549","","Almadies, Dakar, Sénégal"
"1739551880-5087","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-sicap-liberte-3587323","","150","","Sicap Liberté, Dakar, Sénégal"
"1739551882-5088","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-keur-massar-3626305","130 m2","5","4","Dakar, Sénégal"
"1739551885-5089","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-sacre-coeur-3587589","","","","Sacré-Coeur, Dakar, Sénégal"
"1739551888-5090","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-3626998","1520 m2","6","2","Dakar, Sénégal"
"1739551890-5091","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r2-virage-3590276","","","","Yoff, Dakar, Sénégal"
"1739551893-5092","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r3-14-pieces-a-sacre-cur-3-3587157","","","","Sacré-Coeur, Dakar, Sénégal"
"1739551896-5093","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-nord-foire-3629003","150 m2","10","5","Dakar, Sénégal"
"1739551898-5094","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-08-pieces-hann-bel-air-3588619","700","8","7","Hann Bel-Air, Dakar, Sénégal"
"1739551901-5095","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-basse-140-m2-amitie-3-3593807","140","3","1","Sicap Liberté, Dakar, Sénégal"
"1739551903-5096","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-thies-3598159","300","6","4","Thies, Sénégal"
"1739551906-5097","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-600-m-ngaparou-3598332","600","4","3","Ngaparou, Sénégal"
"1739551910-5098","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-saly-center-ngaparou-3631266","","5","500 m2","Saly, Sénégal"
"1739551913-5099","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-somone-3631271","4200 m2","7","6","Saly, Sénégal"
"1739551916-5100","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-keur-massar-extension-3603790","160","4","2","Keur Massar, Sénégal"
"1739551919-5101","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-mbour-3632015","400 m2","3","3","Mbour, Sénégal"
"1739551922-5102","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-633-m2-somone-3594805","","633","","Saly, Sénégal"
"1739551925-5103","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mermoz-sacre-coeur-3591638","431","4","4","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739551928-5104","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-medina-3591767","257","4","3","Medina, Dakar, Sénégal"
"1739551930-5105","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-9-pieces-keur-massar-3594959","150","9","3","Keur Massar, Sénégal"
"1739551933-5106","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-ngaparou-3595021","","5","350","Ngaparou, Sénégal"
"1739551936-5107","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-jumelees-almadies-3592298","","600","","Almadies, Dakar, Sénégal"
"1739551938-5108","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-zac-mbao-3595611","160","7","6","Mbao, Dakar, Sénégal"
"1739551942-5109","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-nguaparou-3595635","300","5","4","Ngaparou, Sénégal"
"1739551944-5110","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-basse-4-pieces-tivaoune-peulh-3633513","","","","Jaxaay-Parcelle-Niakoul Rap, Sénégal"
"1739551947-5111","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/villa-r1-a-la-cite-nouvelle-horizon-de-ndiakhirat-3633514","150 m2","8","4","Rufisque, Sénégal"
"1739551949-5112","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-243-m-liberte-6-conachap-3595872","243","4","1","Sicap Liberté, Dakar, Sénégal"
"1739551952-5113","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-mamelles-3634456","","6","5","Mamelles, Dakar, Sénégal"
"1739551955-5114","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-ouest-foire-3634794","","","","Ouest Foire, Dakar, Sénégal"
"1739551957-5115","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-yoff-apecsy-3635676","150 m2","10","4","Ouakam, Dakar, Sénégal"
"1739551960-5116","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-grand-yoff-3635858","150 m2","17","10","Yoff, Dakar, Sénégal"
"1739551963-5117","https://sn.coinafrique.com/categorie/villas?page=59","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-ouest-foire-3635924","210 m2","5","2","Yoff, Dakar, Sénégal"
"1739551973-5118","https://sn.coinafrique.com/categorie/villas?page=58","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-hlm-grand-yoff-3635976","150 m2","1","1","Dakar, Sénégal"
"1739551975-5119","https://sn.coinafrique.com/categorie/villas?page=58","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sacre-coeur-3636087","170","4","2","Sacré-Coeur, Dakar, Sénégal"
"1739551978-5120","https://sn.coinafrique.com/categorie/villas?page=58","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-maison-goree-3636467","","","","Dakar, Sénégal"
